EPS,forecasted_eps,noOfEsts,after_total_returns,before_total_returns
0.34,0.15,3,-0.047937132,0.140010488
-0.14,-0.19,3,-0.03199289,0.099975069
1.03,0.86,1,0.078958973,0.02643438
0.99,0.78,3,-0.033769091,0.096846866
1.42,1.13,2,0.066067091,0.012612219
0.55,0.36,6,0.111842144,0.050137731
1.79,0.98,4,0,0.083318305
0.38,0.2,6,0.041818171,0.010967039
0.06,0.14,1,-0.049336358,0.04088818
0.33,0.22,5,0.075533679,0.021551756
1.44,1.29,1,-0.060736196,0.033040234
0.25,0.19,6,0.084065175,-0.022415891
2.37,0.75,3,-0.016530906,0.130520846
0.91,0.6,3,0.008505045,0.037075537
1.72,1.31,2,0.022647528,0.025266415
0.77,0.72,4,0.045353997,0.047702106
0.6,0.47,6,0.030305002,0.05651109
0.15,0.16,4,-0.029379761,-0.008474576
1.11,0.47,1,-0.031385281,0.120785771
2.06,1.58,4,0.022391537,0.007555416
0.6,0.5,2,0.048333308,-0.025974044
0.66,0.42,4,0.025641018,0.046305419
1.42,1.07,1,0.009231736,0.053074541
0.43,-0.01,1,0.063687151,0.017777778
0.41,0.31,2,-0.016936622,0.036600083
0.7,0.43,2,0.091428564,0.013538437
0.44,0.4,5,0.100284463,0.014935982
0.33,0.31,1,0.050141221,-0.003541135
0.57,0.39,2,0.123468149,0.015094344
0.63,0.42,1,0.05186722,0.054836253
0.18,0.05,2,0.015873016,0.050209205
1.28,1.29,4,0.031583038,-0.008492183
-0.26,-0.23,28,0.012498155,0.046899841
0.6,0.49,4,0.083745943,0.012841713
0.64,0.61,7,0.028015195,0.037431369
-0.29,-0.34,3,0.112922277,-0.016693164
1.38,1.45,2,0.164526721,-0.046826221
-0.61,-0.39,2,0.009354902,-0.005120702
0.2,0.44,2,0.128849595,-0.096841394
0.69,0.58,2,0.059945496,-0.058890133
0.17,0.16,1,-0.056135122,-0.00309119
1.87,1.88,2,0.050505051,-0.052905945
0.03,0.01,2,-0.040268456,-0.00617284
0.08,0.15,1,0.268212666,-0.180327841
-0.41,-0.44,1,-0.166829268,0.099415205
-0.35,-0.49,2,-0.185225421,-0.021556257
-0.04,0,1,0.02734375,-0.023285714
-0.19,-2.76,1,0.205211726,0.202492212
-0.08,-0.01,1,-0.021021021,-0.059602649
-0.21,-0.48,1,0.006103764,-0.087073171
0.01,-0.02,2,0.018867925,-0.06496063
3.4,2.56,2,0.024668503,0.073514588
0.58,0.55,8,0.031496058,0.013020861
1.37,1.42,13,0.001700901,-0.006583755
1.23,1.14,9,-0.001564721,0.02671528
0.82,0.76,11,-0.01794695,0.031970725
0.61,0.43,2,0.013504274,0.027593819
0.49,0.47,7,0.005565077,0.025270761
0.6,0.53,1,0.034682081,0.034603286
0.28,0.18,13,0.020956344,0.104118999
0.87,0.88,3,-0.008623774,-0.020594763
-2.91,0.78,4,0.022186581,-0.001301067
0.38,0.4,2,-0.001165954,0.00761035
2.24,1.58,8,0.028039317,0.00223238
0.23,0.21,12,-0.009615402,0.052164227
0.9,0.71,1,0.013992902,0.254972872
0.04,0,1,-0.036960986,0.032051282
-0.01,-0.24,6,-0.050950216,0.075939856
0.58,0.57,3,0.006601721,-0.003964323
-0.01,-0.05,1,-0.010630547,0.062949603
-0.48,-0.43,2,0.150980392,0.068
-0.09,-0.06,3,0.066,-0.003636364
0.13,0.04,2,0.179828735,0.064451158
1.28,1.23,4,-0.000165282,0.031922031
1.38,3.97,1,0.025973158,0.072547411
1.52,1.49,9,0.016708434,0.017353168
0.71,0.49,14,-0.002129994,0.071290646
1.15,1.16,9,0.048441187,-0.006207259
2.46,2.4,12,0.078923077,0.036711412
3,3.08,11,0.037297678,0.039081448
1.15,0.97,8,-0.012486621,0.028423134
0.25,0.25,6,0.042585547,-0.04853674
0.42,0.31,6,-0.014566181,0.037219901
0.22,0.19,4,-0.057113188,-0.000373274
-0.2,-0.18,2,0.018010963,0.055028963
-0.43,-0.48,5,-0.071377841,0.098275243
0.52,0.21,5,0.010124622,-0.102774596
0.26,0.35,11,0.097117511,0.027717654
0.82,0.77,6,-0.048289738,0.056949423
-0.19,-0.19,1,-0.072516316,0.100856955
0.06,-0.05,9,-0.05209185,-0.005480472
0.63,0.57,2,-0.034047914,0.031766196
-0.22,-0.18,4,0.041029767,0.128691983
-2.02,-0.23,1,0.004147227,0.177752294
-0.01,-0.06,1,-0.065997081,0.013215797
-2.41,-0.29,3,0.210403468,0.00194742
0.28,0.1,2,-0.026578073,0.123044097
0.57,0.49,1,-0.016129026,0.033132516
-0.13,-0.22,4,0.043062201,0.158038147
-0.12,0,1,-0.059782529,-0.058479522
-0.4,-0.37,2,0.02860286,0.015004413
-0.52,-0.47,3,0.084224599,0.214634146
-0.08,-0.06,2,-0.02279226,-0.008429319
2.58,2.2,9,-0.062766604,-0.042145721
1.33,1.22,13,0.062705018,-0.048803881
2.09,1.73,4,0.049702918,0.065955149
-0.57,-5.08,12,0.042284005,0.101603354
0.5,0.61,11,-0.030732859,0.023760936
0.82,0.06,1,-0.051995166,-0.187140088
2.93,2.85,8,-0.014464168,0.035198632
0.76,0.71,5,0.08591784,-0.058171757
2.48,2.17,3,-0.083820836,-0.028531519
0.8,0.8,5,-0.063581433,-0.070748133
0.84,0.79,6,0.081017833,0.028871787
1.28,1.05,6,-0.014684774,-0.02351987
1.9,1.83,8,-0.038982867,0.001728608
0.71,0.68,4,0.072694234,-0.040984604
0.94,0.82,9,0.089037736,0.008436358
0.77,0.68,5,0.051711209,0.040265032
-0.36,-0.42,1,-0.217991505,-0.173370851
1.04,1.01,6,0.326240016,0.137882268
0.66,0.6,5,0.066473995,-0.066589131
2.01,1.25,1,0.048679457,0.044825809
0.52,0.31,6,-0.089728111,-0.057548375
-0.27,-0.25,8,-0.159872466,-0.118548359
0.12,0.09,6,0.031831075,0.061575507
0.46,0.46,3,-0.019884395,-0.069966572
0.18,0.01,8,0.066545139,0.056395322
-0.33,-0.34,7,-0.146853147,-0.04755384
0.25,-0.11,2,0.095134164,-0.098166382
-0.94,-0.44,5,-0.085312814,-0.011541785
-0.09,-0.12,8,-0.102866779,-0.076895307
0.24,0.13,8,-0.077797663,-0.093450558
0.33,0.33,2,0.014756516,0.018301269
-0.05,-0.08,8,0.074515633,0.121521852
1.33,1.11,7,0.049232737,0.067275186
2.19,2.97,4,-0.054028436,0.022723228
0.19,0.27,3,0.079346404,0.078724513
-0.3,-0.1,2,0.020353203,-0.019989058
-0.17,0.04,3,0.074205921,-0.021006227
-0.79,-0.92,4,-0.093319906,-0.073601855
-0.05,-0.01,5,0.124499208,0.152968356
0.46,0.33,4,0.069365655,-0.014474045
0.84,0.8,2,-0.088390924,0.044100538
0.31,0.31,2,0.189628854,0.03893085
1.29,1.47,2,-0.088104327,-0.007709883
1.08,1.24,7,-0.022849277,0.071888112
1.02,0.81,2,0.144906705,-0.024559711
0.63,0.37,4,0.034379671,0.012739598
2.39,2.34,4,0.06682684,0.034950259
-0.74,-0.72,7,0.076504837,0.230066196
1.49,1.45,7,-0.026962276,-0.076935744
-0.38,-0.38,9,0.041497624,-0.075791308
0.27,0.26,3,0.076103501,0.063829787
1.1,0.82,5,0.102535531,0.114987517
0.39,0.34,4,-0.051023799,-0.179574673
0.07,0.06,2,0.062803048,0.050389185
-2.44,0.24,8,-0.030518629,-0.03511792
0.14,0.09,2,-0.174334368,-0.102843755
0.32,0.49,5,0.077955598,0.080052019
0.71,0.66,4,-0.001955671,0.058285714
0.11,0.05,8,-0.057034221,0.045412633
1.23,1.18,4,0.045509653,-0.027685495
-0.42,-0.48,9,-0.431621222,-0.036606624
0.17,0.11,11,0.127892511,-0.035612165
0.3,0.33,3,-0.017837846,0.04019556
0.12,0.04,3,-0.096932757,-0.088265657
-0.33,-0.3,4,-0.271379497,-0.095890411
0.69,0.65,3,0.101703191,0.005500556
0.61,0.53,3,0.191409512,-0.061560334
0.54,0.43,5,0.078213309,-0.068629086
0.23,0.25,4,0.070901367,0.12778856
1,-1.02,9,0.106813996,0.127235035
0.46,0.58,4,0.010755654,0.016607052
1.59,0.23,1,0.084700919,0.033053225
1.03,1.04,4,0.115532022,0.035755248
0,-0.37,8,-0.10874761,-0.183524904
1.14,0.86,3,0.133538458,-0.119459843
0.86,0.78,2,0.075615778,-0.000158275
0.44,0.51,2,0.088193399,0.013083828
0.65,0.27,4,-0.218009073,-0.041871921
1,0.41,6,0.50994152,0.102298333
-0.21,-0.35,9,-0.129771449,-0.08765466
0.62,0.54,5,0.128969045,0.080494033
0.15,0.13,4,0.036939362,-0.086164991
0.04,0.05,2,-0.06807288,0.02450669
0.26,0.3,3,-0.047476476,-0.126461843
-0.82,-0.62,3,0.040583942,-0.135584416
0.12,0.05,1,0.198952976,0.257142757
1.26,1.2,4,0.05462754,0.002550556
0.21,0.2,5,0.032653061,0.014686248
0.05,0.21,20,0.069411765,-0.862162162
-0.05,-0.31,4,-0.100823045,-0.124238733
0.33,0.39,1,0.113569065,0.045308993
1.24,1.15,1,0.107742841,-0.004593748
1.46,0.01,4,0.005194805,0.156606304
-2.47,-2.17,10,-0.097663271,-0.024674851
-0.07,-0.12,3,-0.167928337,-0.14685392
0.14,0.11,2,-0.086741016,-0.085357391
0.55,0.26,3,0.061904758,0.015914935
0.08,0.07,5,0.023314712,0.035968796
0.36,0.37,6,-0.000839307,0.014614725
6.45,5.55,2,0.218639037,0.12496126
-0.85,-0.38,2,0.000670392,-0.112043728
0.05,0.09,4,0.066602301,-0.008035716
0.32,0.31,3,-0.042999261,-0.018077561
0.04,0,5,-0.029991431,-0.098563218
0.55,1.11,1,0.007317689,0.00842012
-0.77,-0.67,3,-0.124928037,0.016207455
-0.04,-0.16,4,0.121794872,0.10472973
1,-0.97,12,-0.045517241,-0.011321531
0.04,0.16,4,0.210943125,0.11739503
1.3,2.15,4,0.237865541,0.006346328
0.25,0.21,4,-0.097750683,-0.017015978
0.13,0.12,2,0.003359304,0.14988274
-0.05,-0.05,3,-0.043771856,-0.198108919
0.33,-0.02,2,0.006443299,0.120075937
0.45,0.43,1,-0.005341843,0.031024951
0.23,0.07,1,0.042091503,0.279214987
0.08,0.09,2,0.10487801,0.02249986
0,-0.05,5,-0.136054422,-0.013927577
0.3,0.3,3,0.053877489,0.011579822
0.18,0.16,4,0.061864062,0.02837189
0.12,0.25,4,0.058360656,-0.173536896
0.8,0.57,3,0.028244275,0.08056872
0.38,0.31,3,0.022620572,-0.009300445
-0.63,-0.25,4,-0.008503761,0.186710359
0.62,0.56,1,0.010934817,-0.02403756
0.02,-0.22,5,0.287445887,0.023162135
-0.29,-0.18,8,0.018766756,-0.121794872
0.91,0.51,1,-0.720416136,0.018575838
0.13,0.11,3,-0.005789909,0.037690457
1.61,0.67,3,0.062891513,-0.043808392
0.15,0.19,3,0.016765859,0.014203227
1.22,0.8,3,0.083626019,0.015281591
0.24,0.24,2,0.14555551,0.129469849
0.34,0.34,2,0.073624068,0.0425373
0.19,0.08,5,0.15459364,-0.006263048
0.11,0.09,3,-0.203535083,0.029635118
0.07,0.07,4,0.108783801,0.033797241
-0.17,0.42,1,0.252847352,0.160299666
0.15,0.34,2,0.107721606,0.019336932
-0.68,-0.68,6,-0.065373961,-0.076525336
0.43,0.46,3,0.19459754,-0.068252356
-0.17,-0.14,2,0.056701031,-0.046332046
-0.45,-0.45,7,0.097098214,-0.033642691
0.2,0.16,1,0.001503759,-0.005718954
1.68,1.02,6,0.04,0.030828516
0.39,0.34,1,-0.052147239,-0.005843682
0.07,0.02,2,0.026693065,-0.062961177
-1.41,-1.26,3,0.055157198,0.182975871
-1.06,-0.87,1,-0.08565329,-0.064073052
0.35,0.35,3,-0.011494276,0.027567569
-0.23,-0.28,5,-0.037149356,-0.090548341
-0.74,-1.21,5,-0.070723245,0.00170815
0.75,0.77,3,0.031782722,0.03972028
0.69,0.65,2,0.091321611,0.050618011
-0.18,-0.18,2,0.046255507,0.115771812
0.47,0.46,2,0.05603448,0.006249995
0.22,0.14,3,0.047313991,0.113483032
0.09,0.05,3,0.140086146,0.015452562
-0.51,-0.57,3,0.092360811,-0.182577566
0.14,0.03,2,0.143305111,-0.034708579
0.29,0.16,5,-0.019533711,-0.052305849
0.17,0.18,1,0.047215263,0.007295374
-0.02,-0.03,1,-0.076923077,0.272727273
0.24,0.22,1,0.075119753,0.093500553
-0.67,-0.88,6,0.029286832,-0.18349835
0.11,0.14,1,-0.027272727,-0.113350126
0.22,0.24,4,-0.00829065,0.06879355
0.12,0.13,2,-0.046863179,0.024793465
-0.31,-0.35,5,0.049618321,-0.06206089
-0.03,0.04,1,0.297263682,-0.009090909
-1.67,-1.61,2,-0.153638814,0.160990712
-0.07,-0.1,2,-0.017806935,-0.097649186
-0.03,-0.06,1,0.052830189,-0.024096386
-0.33,-0.39,6,-0.059859155,0.011777302
1.41,0.82,1,0.185570224,-0.038503841
-0.12,-0.14,5,0.073710074,0.01146789
-0.49,0.08,3,0.111716621,-0.038927888
0.3,0.3,1,-0.002626389,0.014755795
-1.35,-1.8,1,0.222419285,-0.015761814
-0.06,-0.08,2,0.076207097,0.014159292
-0.05,-0.03,2,0.283333333,-0.016806723
-0.32,-0.31,1,0.04950521,0.155080258
0.12,0.08,4,0.029010239,-0.003412969
-0.16,0.13,1,0.035422343,-0.022497188
0.09,0.08,1,-0.074333801,-0.010663507
0.02,-0.06,2,-0.019685039,-0.077821012
0.03,-0.06,1,-0.02173913,-0.050699301
-0.18,-0.09,1,0.166037736,-0.063333333
-2.65,-2.56,1,-0.191489362,0.283302064
0.14,0.13,10,0.022920462,0.047720021
-0.07,-0.18,1,-0.155115512,0.096153846
0,-0.02,4,0.087719298,-0.009141696
-0.17,-0.23,2,0.139327243,0.002067281
2.08,1.97,7,-0.027543563,-0.014786846
7.12,7.03,8,-0.015898453,0.032448799
0.4,0.34,8,-0.019898298,0.015567506
1.36,1.21,6,0.019407326,0.026278321
0.08,-0.24,5,-0.11398177,-0.079620858
-0.14,-0.14,4,0.19127299,0.249695493
0.46,0.44,8,-0.027035556,-0.031626506
-0.37,-0.39,5,0.1,-0.084647942
-1.32,-1.45,1,0.017773307,-0.086769759
-0.25,-0.26,3,0.02093005,-0.083525325
0.03,-0.09,6,0.180138568,-0.046389287
0.32,0.3,1,0.07340604,-0.053383775
-0.53,-0.36,2,0.111111111,-0.07032967
0.01,0.01,3,-0.022222165,-0.029032222
-0.03,-0.01,4,-0.103658537,0.04787234
-0.19,-0.09,1,0.091633466,-0.03125
0.73,0.69,11,0.096967649,-0.078783864
16.4,11.4,14,0.079475142,-0.027265206
16.4,11.4,14,0.078304233,-0.028718008
12.37,7.3,16,0.02441579,-0.05267698
2.71,1.94,14,0.04549428,0.003561788
0.65,0.51,12,0.135890131,-0.069385926
0.52,-0.08,22,0.000399814,-0.047843828
0.24,-0.06,2,0.209904089,-0.08947576
0.51,0.33,13,0.080705284,-0.018687374
2.23,2.03,4,0.036403222,-0.039524204
1.07,1.08,3,0.127955802,-0.076461182
-0.59,-0.43,7,0.301467319,-0.130193173
0.79,0.73,1,0.252937777,-0.034595782
2.14,1.4,14,0.114895302,-0.078172086
-0.31,-0.3,7,0.188329823,-0.176367552
0.05,0.02,10,0.007201753,0.09393741
0.82,0.74,8,0.085733619,-0.059723678
2.69,2.19,6,0.051122101,-0.098526576
0.09,0.05,1,0.248868716,-0.077032829
1.22,1.24,5,0.1056571,0.005860057
1.42,1.42,13,0.141102817,-0.079024191
1.02,0.77,8,0.039665186,-0.043517203
2.36,2.02,8,0.047753888,-0.032237087
0.58,0.56,10,0.029265199,-0.097085168
1.69,1.42,4,0.057436091,0.000402157
0.39,0.37,7,0.079925647,-0.058084235
1.54,1.48,10,-0.020097024,-0.043339506
0.66,0.59,9,0.012940719,-0.016677035
0.86,0.79,5,0.034691287,-0.069047625
0.67,0.48,5,0.136867314,0.021472398
0.71,0.69,8,0.035985807,-0.082914556
1.81,1.63,4,0.059913954,-0.041377701
0.7,0.63,8,0.016672145,-0.095356043
0.03,0.02,1,0.266355084,-0.037190409
1.13,0.79,9,0.127785263,-0.042076167
-0.68,-0.58,10,0.078369253,0.055782833
2.55,2.53,6,0.085820307,-0.0663762
0.83,0.73,10,0.052726565,-0.029915592
0.88,0.77,5,0.054500692,-0.056848853
1.01,0.79,9,0.075967002,-0.044527085
1.14,1.08,4,0.05326288,-0.026869807
0.89,0.71,5,0.06682525,-0.008410094
1.27,0.98,5,0.110665522,0.005345212
1.71,1.55,12,0.169202483,-0.096125438
0.73,0.44,4,0.096825397,-0.104404568
0.11,0.09,3,0.220850617,-0.013698447
0.07,-0.07,10,0.035058027,0.054312405
1.08,0.9,7,0.091023045,-0.035595423
0.06,0.07,4,0.112759644,0.002475248
1.01,0.95,7,0.17566192,-0.099256953
1.33,1.28,9,0.108066637,-0.104837968
4.71,3.76,5,-0.021700771,-0.03663474
-0.04,-0.08,9,0.256438866,-0.140127428
3.5,-0.08,9,0.011930456,-0.04714167
0.7,0.67,10,-0.010069011,-0.072134599
0.22,0.25,3,0.161087866,-0.077069458
-0.28,-0.03,5,0.24999977,-0.1044386
1.46,0.88,5,0.161214961,-0.012688342
0.91,0.88,9,0.035140727,-0.054364012
3,1.85,1,0.026994304,0.012395722
1.2,1.28,8,-0.027690866,-0.053500762
0.62,0.52,7,0.063079165,-0.039793346
-1.08,-1.1,8,0.151677186,-0.050094553
0.77,0.68,5,0.030158963,-0.012351395
0.4,0.36,7,0.11107592,-0.077374388
2.33,1.8,9,0.042863417,-0.083212885
0.71,0.48,5,0.076342842,-0.055982441
0.5,0.5,9,0.220230475,-0.124519371
0.71,0.66,1,0.108030356,-0.035083476
1.25,1.18,5,0.083152654,-0.06658198
-5.62,-4.92,7,0.207018788,-0.105422701
-0.1,-0.3,10,0.158564877,-0.096483801
0.47,0.49,5,0.161692871,-0.096421929
0.29,0.25,4,0.116517709,-0.046617028
0.95,0.9,6,0.147554799,-0.115572352
0.75,0.52,9,0.089715561,-0.063836488
0.53,0.35,6,0.160614509,-0.116951007
0.07,0.05,5,0.244961285,0.014925379
1.57,1.4,8,0.122587821,-0.068036685
1.3,1.01,5,0.074323241,-0.018855761
2.77,2.27,6,0.122081511,-0.073991154
0.82,0.63,4,0.11650165,-0.107372733
1.01,0.87,6,0.065150071,-0.002010086
0.66,0.53,8,0.04643064,-0.078273324
0.41,0.39,6,0.057800212,-0.061681206
1.44,1.25,4,0.086153108,-0.063346753
0.56,0.4,10,0.040547945,-0.074104913
1.13,0.32,5,0.046629047,0.149019608
-0.22,-0.19,6,0.121236705,-0.070191106
3.26,2.31,8,0.141874213,-0.104757282
0.58,0.22,9,0.137201956,0.090583462
1.8,1.49,7,0.242666667,-0.029692948
2.42,2.81,3,0.168560992,-0.027750243
0.88,0.75,9,0.036878205,-0.06528947
2.88,2.04,5,0.160565951,-0.056250555
0.93,0.79,5,0.15844009,-0.121915104
1.71,1.65,1,0.021428266,0.023945569
3.58,2.61,7,-0.020207602,-0.045364365
1.62,1.04,6,0.196823613,-0.074782132
9.36,8.32,1,0.021602039,-0.088088933
2.94,2.18,6,0.016629222,-0.087472426
0.01,-0.07,8,-0.041128394,-0.019015048
2.08,1.66,4,0.088586468,-0.091071005
0.09,0.04,6,0.011547912,-0.137979979
1.44,0.94,5,0.110994766,-0.019141911
1.56,1.3,8,0.109779223,-0.044989224
1.5,1.19,8,0.117119673,-0.033671984
0.22,0.06,2,0.072791519,0.059665871
1,0.84,8,0.089227805,-0.031376174
0.3,0.09,4,0.144439064,-0.025408333
4.86,3.99,2,0.015554439,-0.046287329
0.93,0.48,7,0.164690626,-0.18387655
1.8,1.36,10,0.086642611,-0.004019177
1.33,1.29,9,0.060991955,-0.060563042
0.57,0.47,6,0.073045247,-0.085740098
1.3,1.02,10,0.098871728,-0.104190264
0.32,0.25,9,-0.041169224,-0.028733309
0.7,0.64,3,0.09266616,-0.106989992
0.85,0.54,3,0.033826637,-0.010917028
0.34,0.23,4,0.118738404,-0.082601054
0.75,0.54,3,0.031419454,-0.02038593
0.41,0.4,10,0.190879,-0.119328776
0.22,0.2,1,0.156768459,-0.027082859
0.48,0.09,8,0.105223316,-0.067022087
0.82,0.78,5,0.169038519,-0.058519224
1.76,1.28,3,0.16102067,-0.105689919
2.02,1.86,5,0.02146628,-0.099326963
1.77,1.62,4,0.070104754,-0.024855012
0.53,0.35,6,-0.014821823,0.021699267
0.44,0.42,4,0.142216208,-0.084524288
5.68,4.31,3,-0.217355741,-0.008643692
-1.21,-1.39,5,0.033133636,0.079676693
0.94,1.22,6,0.03928141,-0.001491743
0.34,0.27,2,0.125449058,-0.027845038
11.16,6.49,8,-0.017500978,0.042858567
0.02,-0.09,6,0.097358722,-0.061214097
1.19,1.51,8,0.260450415,-0.105590894
2.02,1.99,1,0.049687114,0.00877292
0.14,0.09,2,0.089514074,-0.089462113
1.58,1.24,5,0.103583067,0.056021894
-0.08,-0.16,3,0.254368932,-0.059572533
0.26,0.25,4,0.122404901,-0.082906693
0.8,0.69,1,-0.006958931,0.018378377
0.57,0.52,1,0.130875588,-0.090397938
1.45,1,2,0.113760106,-0.068860619
0.68,0.55,7,0.121458626,-0.143406268
1.54,1.37,2,0.061243144,-0.035610911
0.42,0.77,3,0.122526266,-0.029096114
0.05,0.06,2,0.008911552,-0.010691812
0.12,0.09,3,0.248170094,-0.211811024
1.13,0.91,5,0.152093812,-0.056222875
-0.07,-0.04,3,0.170953313,-0.231100118
0.17,0.09,2,-0.031581523,0.032121156
0.16,0.13,2,0.228587743,-0.075517241
-0.05,-0.04,9,0.025835866,-0.083333333
-0.07,0.13,2,-0.040409636,-0.108686944
0.08,0.02,8,0.071161049,0.017857143
1.66,1.33,1,0.201017819,-0.012594452
0.31,0.31,7,0.061024878,-0.108551321
0.67,0.49,2,0.091522151,-0.099166894
0.85,0.84,6,0.063374703,0.016402558
0.37,0.34,4,0.096869791,-0.090493303
0.38,0.21,4,0.035558204,-0.118988685
0.52,0.5,3,0.152451481,-0.138858032
0.1,0.08,4,-0.014388528,-0.117744694
1.49,1.2,5,0.049939821,-0.128621073
0.56,0.3,2,0.124880881,-0.066841433
-0.15,-0.17,1,0.352848101,-0.234800839
0.43,0.44,6,0.246625133,-0.085056414
0.56,0.35,3,0.108360849,-0.105224601
0.12,-0.14,4,0.065846154,-0.107826087
0.85,0.73,4,0.158143827,-0.154992554
6.97,6.56,4,0.084181749,-0.138827431
0.46,0.37,3,0.126266563,-0.092
0.61,0.39,4,0.066406255,-0.060513936
0.99,1.08,5,0.043513291,-0.278347338
3.36,2.11,6,0.206247569,-0.169008737
-0.05,-0.23,8,0.354037298,-0.096920117
0.91,0.69,6,0.16947909,-0.023290759
0.86,0.44,1,0.262721088,-0.034095912
-0.63,-0.59,5,0.117486339,-0.015524476
0.54,0.52,7,0.097191254,-0.112864073
0.61,0.43,4,0.108464346,-0.038757202
2.76,2.69,2,0.141840607,-0.088235294
1.33,0.59,3,0.076899709,0.09113131
1.36,0.44,6,0.122141662,-0.038169721
0.04,0.02,6,-0.032989691,-0.070949185
0.74,0.6,7,0.041691602,-0.105833484
0.5,-0.23,2,-0.053297683,-0.104057755
1.62,1.19,1,0.125421169,-0.035261009
0.1,0.02,2,0.176000213,-0.070865829
0.5,0.32,1,0.169888794,-0.095979825
-0.11,-0.24,12,0.125444313,-0.066835871
0.04,0.04,3,0.059659091,-0.052132701
-0.51,-0.45,6,0.338898165,-0.033070867
0.64,0.52,3,0.083038452,-0.128286853
0.42,0.37,4,0.104951169,-0.074546033
-1.03,-1.1,5,0.139873539,0.016860465
0.27,0.18,2,-0.007389163,-0.128127369
0.63,0.41,4,0.14740244,-0.013399696
0.91,0.51,4,0.10801469,-0.042484365
0.43,0.45,7,0.163479924,-0.103169135
0.08,-0.12,2,0.096443891,-0.069838443
-0.3,-0.3,6,-0.032360643,-0.049331877
0.54,0.27,11,0.054242629,-0.102605097
-0.25,-0.13,4,0.104828477,-0.03409755
0.92,0.88,3,0.040592442,-0.064724349
0.11,0.06,4,0.028057173,-0.088151659
0.21,0.18,2,0.076998051,-0.101276596
0.16,0.13,1,0.14438064,0.040983607
0.48,0.47,3,0.258318695,-0.150073183
1.06,1,2,0.069451697,-0.090518476
-0.06,-0.19,3,0.107426246,-0.029513223
0.36,0.35,5,0.20308926,-0.138085764
0.15,0.14,9,0.181547619,-0.130434783
0.44,0.33,3,-0.009985735,0.019558131
0.17,-0.04,6,0.003050641,0.023845457
0.2,0.19,4,0.144561404,-0.0625387
0.36,0.31,1,0.081605646,-0.072553897
1.29,1.14,4,0.090682203,-0.100970873
-0.33,-0.51,12,0.135935397,-0.05834684
-0.38,-0.58,4,0.261672096,-0.108836207
0.34,0.32,5,0.127290056,-0.059171609
0.66,0.09,4,0.139510851,-0.091800065
0.61,0.56,1,-0.034983352,-0.004212104
1.36,1.17,1,-0.066308244,-0.120106762
0.11,0.14,1,-0.065199674,0.03442623
1.62,1.3,4,-0.008251116,-0.121272976
1.15,0.95,1,0.079011912,-0.103607068
0.21,0.14,4,0.202485044,-0.116135663
0.14,-0.12,4,-0.067818278,-0.112435123
0.16,0.19,1,0.164202325,0.018581064
1.06,0.92,3,0.066874028,-0.035205993
0.33,0.33,3,0.081404629,-0.15335689
-0.25,-0.16,3,0.013274336,-0.142625608
0.33,0.31,2,0.241805238,-0.183411715
-0.3,-0.32,3,0.278310259,-0.102385108
0.25,0.13,2,-0.011764782,0.045627288
0.68,0.48,2,0.188373393,-0.072610785
0.9,0.44,2,0.06323381,-0.053904515
0.43,0.39,2,0.098643631,-0.039462985
0.12,0.05,2,0.066666552,-0.029207161
-0.1,-0.12,2,0.045890066,-0.139249147
0.4,0.37,2,0.116666667,-0.096523093
0.55,0.4,1,0.078252033,-0.192037954
-2.87,-2.57,7,0.286937901,-0.259965338
-0.01,0,1,0.168089491,-0.239251592
0.58,0.71,3,0.091790384,-0.0800375
0.62,0.59,2,0.09656514,-0.039077539
0.96,0.77,2,0.175147826,-0.041202668
0.34,0.25,4,0.059955163,-0.061530094
0,0.42,6,0.045728452,0.041032477
0.08,0.06,5,0.194637537,-0.093358999
0.57,0.24,2,0.075132519,-0.113329041
0.47,0.44,2,0.250724656,-0.140328671
-0.67,-0.69,1,0.189969605,-0.139208174
0.1,0.03,2,0.042311662,-0.038167939
0.61,0.59,7,0.219936169,-0.143019286
0.69,0.61,8,0.184310019,-0.120429253
-0.2,-0.28,2,0.112885761,-0.045781208
0.03,0.04,3,0.044594595,-0.117717004
-0.08,-0.12,1,0.152380952,-0.147465438
0.1,-0.05,4,0.228099089,-0.058158273
-0.84,-0.39,4,0.218560278,0.049866429
0.37,0.21,3,0.137315295,0.032973905
0.17,0.11,2,0.133333309,0.074842781
-0.02,-0.02,1,0.080924855,0.004166667
0.67,0.6,1,-0.04063205,-0.254595569
0.14,0.06,1,0.005113221,-0.067287044
0.04,-0.02,1,0.05800464,-0.050377834
0.21,0.16,2,0.018244064,-0.030303025
-0.28,-0.26,3,0.024390244,-0.135831382
-0.81,-1.46,1,0.208,-0.105479452
0.79,0.52,4,0.062544175,0.042081106
-0.56,-0.64,3,0.216947115,-0.130580357
0.09,0.01,1,0.135639758,-0.052344602
0.69,0.59,4,0.028097998,0.008193694
0.11,-0.05,1,0.12400639,-0.141399512
0.02,0.14,2,0.042547036,-0.075499622
0.15,0.02,3,0.20776699,0.080604534
0.3,0.13,2,0.110878608,-0.065395088
0.71,0.54,1,0.202997372,-0.108200373
-0.15,-0.36,4,0.102941176,-0.123287671
0.44,-0.03,6,0.083011583,-0.044835869
0.76,0.54,3,0.105006093,-0.016389245
-0.01,-0.02,1,0.234693878,-0.056050955
0.3,0.2,1,0.079484515,-0.080942545
-0.38,-0.24,2,0.103359173,-0.023136247
